Id,Category
3114,gestare+A
3115,quadretto+N
3116,saturnizzare+V
3117,scarrozzare+V
3118,diuturn+N
3119,deidratare+V
3120,dissemiare+V
3121,ballottaggo+N
3122,svoltare+V
3123,ammoll+V
3124,flettare+V
3125,escoriare+V
3126,scemare+V
3127,svestire+V
3128,ridure+V
3129,impermeabilizzassre+N
3130,alleggerire+V
3131,susseguire+V
3132,autorizzere+V
3133,lezioncina+N
3134,astere+V
3135,cauzion+N
3136,coibentare+V
3137,sommuovare+V
3138,aggraffre+V
3139,defilare+V
3140,deificare+V
3141,laicizzare+V
3142,rimodellare+V
3143,latitanza+N
3144,disattrezzare+V
3145,accomandatre+N
3146,messaggare+V
3147,disarcionare+V
3148,sconvolso+N
3149,squartavamore+N
3150,bahiano+N
3151,magnetizzatore+N
3152,disgelare+V
3153,scarpo+N
3154,disinteressare+V
3155,appore+V
3156,cianciare+A
3157,ciabattare+V
3158,ricondure+A
3159,confessare+V
3160,sfrangiavatre+N
3161,aggredi+V
3162,venire+V
3163,rodiare+A
3164,bugninoare+N
3165,dormicchre+V
3166,appogg+V
3167,governare+V
3168,padroneggiare+V
3169,slittare+V
3170,geminare+V
3171,riluttastre+N
3172,abituinoare+N
3173,impennacchiare+V
3174,divaricare+V
3175,pimentare+V
3176,allogare+V
3177,intraved+V
3178,smurare+V
3179,ammutolire+V
3180,istradare+V
3181,chiavare+V
3182,rinnovare+V
3183,anestetizzare+V
3184,debbiare+V
3185,derubare+V
3186,cinghiare+V
3187,premiare+V
3188,anglicizzare+V
3189,abborracciare+V
3190,riparare+A
3191,designare+V
3192,citare+V
3193,colpevolizzavamore+N
3194,modernizzare+V
3195,chiurre+V
3196,esonerare+V
3197,protocollar+N
3198,sbranco+V
3199,ingannatore+N
3200,industriare+V
3201,fagocitare+V
3202,cullre+V
3203,preparare+V
3204,sfiancare+V
3205,panre+V
3206,contabilizzare+V
3207,aureolare+V
3208,danneggiare+V
3209,diagnoso+N
3210,produttivo+N
3211,vaticinare+V
3212,quattromillesim+N
3213,allineatore+N
3214,uccellre+V
3215,reggipigere+V
3216,fabbricare+V
3217,svasare+V
3218,svoltare+V
3219,dadaismo+N
3220,peritre+V
3221,attorcigliare+V
3222,autoinstallare+V
3223,turlupinare+V
3224,modernizzare+V
3225,automunere+V
3226,civilizzazione+N
3227,sputare+V
3228,traligare+V
3229,zoppicare+V
3230,dardeggiar+V
3231,agguaglire+V
3232,emanare+V
3233,richiamare+A
3234,maniaco+A
3235,soninoare+N
3236,vegetariano+N
3237,gongolare+V
3238,navigazione+N
3239,governinare+N
3240,insanguinare+V
3241,ammarinoare+N
3242,agonizzinoare+N
3243,riscrivre+V
3244,appagare+V
3245,gemire+A
3246,retoo+A
3247,acquire+V
3248,ristorno+N
3249,imbronciare+V
3250,bosso+N
3251,vociferare+A
3252,costrinso+N
3253,desecretare+V
3254,allevare+V
3255,sconvolgiare+V
3256,asfiare+V
3257,reinnestare+V
3258,preesistre+A
3259,reciprocare+V
3260,induere+V
3261,rabbonire+V
3262,profferi+V
3263,prediliger+V
3264,ricantar+N
3265,ticchettare+V
3266,sfrenire+V
3267,poeticizzare+V
3268,laicizzare+V
3269,speroninoare+N
3270,gelatre+N
3271,imbandiare+V
3272,sfrenavre+N
3273,stracuoiare+V
3274,rabbrividi+V
3275,personalizzare+V
3276,baessere+V
3277,crepaare+V
3278,rafforzare+V
3279,comprene+V
3280,rapprire+V
3281,rindere+V
3282,alt+N
3283,ricadire+A
3284,ambientare+V
3285,imbrancare+V
3286,traligare+V
3287,apostatare+V
3288,rinzaffare+V
3289,disinfettare+A
3290,spas+V
3291,esautorare+V
3292,ingemmare+V
3293,decolonizzare+V
3294,destrutturo+N
3295,profferire+V
3296,serpare+V
3297,infilre+V
3298,rilure+V
3299,brunio+N
3300,anchilosare+V
3301,divezzare+V
3302,conquidere+V
3303,autoannunciare+A
3304,associare+V
3305,decriminalizzare+V
3306,elidare+V
3307,traslare+V
3308,poliziano+A
3309,desolare+V
3310,irridire+V
3311,distruere+V
3312,eleganz+N
3313,impazzere+V
3314,affatichinoare+N
3315,comoda+N
3316,cielare+V
3317,ciclabil+A
3318,riscrivre+V
3319,crocidare+V
3320,merlettare+V
3321,riordinare+V
3322,sgocciolare+V
3323,dedicre+V
3324,thatcherismo+N
3325,brancicre+V
3326,intuie+V
3327,potenziale+A
3328,poliuretre+V
3329,fustellare+V
3330,giustificazionismo+N
3331,frastagliare+V
3332,imprecare+V
3333,relazionare+V
3334,fruscare+V
3335,decelerare+V
3336,inacidare+V
3337,sculettare+V
3338,disordiare+V
3339,ottimizzare+V
3340,discaricar+V
3341,lacrimare+V
3342,cartonre+V
3343,autoemendare+V
3344,saltare+V
3345,remunerare+V
3346,frinire+V
3347,fortunal+N
3348,entratore+N
3349,contendere+V
3350,dissenti+V
3351,solidarizzare+V
3352,assicurare+V
3353,infialre+V
3354,libare+V
3355,stilizzare+N
3356,abbandonare+A
3357,pollare+V
3358,cuccare+A
3359,spianre+V
3360,agire+A
3361,denegare+V
3362,redere+V
3363,zoppicare+V
3364,cantilenassre+N
3365,notare+V
3366,rinzaffare+V
3367,marsalare+V
3368,discendere+V
3369,destalinizzare+V
3370,pipiare+V
3371,piotare+V
3372,riverire+V
3373,muggi+V
3374,trivellre+V
3375,ecced+V
3376,catapultare+V
3377,ritoccare+V
3378,infeudare+V
3379,confederare+V
3380,sputre+V
3381,provare+V
3382,avvicendare+V
3383,stentre+V
3384,ragliare+V
3385,pimentare+V
3386,inverdare+V
3387,cingare+V
3388,marmorizzavore+N
3389,fanatizzare+V
3390,cotonare+V
3391,snodare+V
3392,conquidre+V
3393,razionalire+V
3394,deceleravamore+N
3395,berere+V
3396,raddoppiare+V
3397,documentare+V
3398,rivoluzioare+V
3399,infiocchettare+V
3400,dissecare+V
3401,testatico+A
3402,tonfare+V
3403,principiare+V
3404,destalinizzare+V
3405,arrischiare+V
3406,eccedere+V
3407,corrivare+V
3408,falsifire+V
3409,leccornio+N
3410,affissare+V
3411,salre+V
3412,aborare+V
3413,svilire+V
3414,espirare+V
3415,denunre+V
3416,sbarazzare+V
3417,fraseggiare+V
3418,tzigano+N
3419,ricantare+V
3420,ustionare+A
3421,incrementare+A
3422,cinquantatreesimire+V
3423,irresistibilo+A
3424,break+N
3425,semplificare+V
3426,gladiatore+N
3427,apostatare+V
3428,connettare+V
3429,putire+V
3430,spaccatre+N
3431,rabboare+V
3432,derubrire+V
3433,erravatre+N
3434,imbottigliare+V
3435,chimerico+N
3436,invertire+V
3437,ammarare+V
3438,arruffare+V
3439,autocrazio+N
3440,cacofonico+N
3441,permeare+V
3442,incubatre+N
3443,offrire+V
3444,fluttare+V
3445,trare+V
3446,richiamare+V
3447,autoironizzare+V
3448,impestare+V
3449,sammarinese+N
3450,fogliare+V
3451,accalappiare+V
3452,accavallare+V
3453,promuovare+V
3454,aggrottare+V
3455,membrere+V
3456,gaboneso+N
3457,conflire+V
3458,affascinatre+N
3459,perde+V
3460,rivoltare+A
3461,comunistizzare+V
3462,prezzolinare+N
3463,abbottonavatre+N
3464,dattilografare+V
3465,fanatizzatre+N
3466,satollare+V
3467,rotare+V
3468,percuotre+V
3469,risuolare+V
3470,video-cassire+V
3471,vetrioleggiare+V
3472,denunre+V
3473,prenotare+A
3474,impuzzolentire+V
3475,intercollegare+V
3476,riverire+V
3477,intasare+V
3478,risarcire+V
3479,fischiare+A
3480,escresrre+V
3481,virare+V
3482,scorrre+V
3483,assecondare+V
3484,lastricare+V
3485,pugnare+V
3486,diagnosticavore+N
3487,liso+A
3488,fiocinare+V
3489,scappare+V
3490,disfidare+V
3491,svillaneggiavore+N
3492,animare+V
3493,aleare+V
3494,mediare+V
3495,processavatre+N
3496,affior+N
3497,appuntare+V
3498,flessibilizzar+N
3499,trasvolare+V
3500,informazione+N
3501,accertare+V
3502,core+V
3503,rispolverire+V
3504,divarire+V
3505,corroso+A
3506,commensurare+V
3507,miniare+V
3508,re-iniettare+V
3509,ritagliare+V
3510,aggrinzare+V
3511,spifferare+V
3512,arricciolre+V
3513,attaccare+V
3514,pentire+V
3515,spampanastre+N
3516,disgustavamore+N
3517,tastatore+N
3518,truccare+V
3519,permeavatre+N
3520,dilazionare+V
3521,inutilizzre+V
3522,fico+N
3523,scordare+V
3524,spampaare+V
3525,appesantiare+V
3526,dimezzare+A
3527,mettare+V
3528,esitinoare+N
3529,disinfettare+V
3530,spasim+N
3531,spanciare+A
3532,attorcigliare+V
3533,islamizzavamore+N
3534,gessare+V
3535,formalizzare+V
3536,tramestare+V
3537,tentacole+A
3538,appezzare+V
3539,incaponire+V
3540,aromatizzare+V
3541,bevicchiare+V
3542,rre+V
3543,autodenominare+V
3544,rotare+V
3545,inurbre+V
3546,illuminare+V
3547,rigurgere+V
3548,rifilare+A
3549,smagnetizzare+V
3550,prolificare+A
3551,raggruppare+V
3552,gratinare+V
3553,familiarizzre+V
3554,fuggere+V
3555,mitridatizzere+V
3556,rattrappere+V
3557,stellre+V
3558,rifiare+V
3559,appiccicare+V
3560,veicolre+V
3561,istigator+N
3562,demonetizzare+V
3563,invasre+V
3564,sbocciatore+N
3565,riordinare+V
3566,predilig+V
3567,fluidificare+V
3568,amoreggiare+V
3569,occhare+V
3570,rattrire+V
3571,digiunatre+N
3572,educativo+N
3573,pensil+N
3574,imbatter+V
3575,fuggire+V
3576,smembrare+A
3577,recriminazione+N
3578,demorrere+V
3579,autodenomiare+V
3580,ambientare+V
3581,gavazzre+V
3582,scardinare+V
3583,impregnare+V
3584,firmavatre+N
3585,protocollare+V
3586,predominanzo+N
3587,dequalificare+V
3588,confermatre+N
3589,miscelare+V
3590,degenerare+V
3591,mutare+V
3592,giustificare+V
3593,ammarare+V
3594,spiumre+V
3595,vacavore+N
3596,calmre+V
3597,perdere+V
3598,indulgre+V
3599,tiraggere+V
3600,terrificare+A
3601,brunie+V
3602,ravvolgiare+V
3603,cipputiano+A
3604,cedere+V
3605,hotel+N
3606,periodizzinoare+N
3607,incasellatre+N
3608,ingaggiare+V
3609,suppellettil+A
3610,stendare+V
3611,evoluere+V
3612,autoassolvare+V
3613,avviare+V
3614,insilare+V
3615,disfare+V
3616,compunger+V
3617,gessare+V
3618,cuore+V
3619,vaccininoare+N
3620,chiocciare+V
3621,accollare+A
3622,indisporre+V
3623,disincentivare+V
3624,riutilizzare+A
3625,sovraffaticare+V
3626,solidarizzre+V
3627,perequare+V
3628,cauzionare+V
3629,accertare+V
3630,stirare+V
3631,inquadrare+V
3632,primeggiare+V
3633,sterilizzare+V
3634,imbottigliare+V
3635,riprre+V
3636,sopraelencatore+N
3637,enunre+V
3638,frusre+V
3639,sabbiare+V
3640,arrischiare+V
3641,bruciacchiare+V
3642,risospingre+V
3643,arrogar+N
3644,fasciare+V
3645,commrre+V
3646,nobilitare+V
3647,documentare+V
3648,rettoro+N
3649,scolare+V
3650,orso+N
3651,cromavatre+N
3652,scippare+A
3653,premunire+V
3654,sonnecchere+V
3655,risolar+N
3656,spingare+V
3657,sollazzare+V
3658,discend+V
3659,defiscalizzare+V
3660,rinnovare+V
3661,scempiare+V
3662,ecuadoriano+A
3663,abitare+V
3664,fiaccare+V
3665,susseguare+V
3666,gesticolazione+N
3667,accuratezz+N
3668,dattilografavore+N
3669,pervertito+N
3670,libinoare+N
3671,costinoare+N
3672,resistre+A
3673,stracuuocere+V
3674,rinviare+V
3675,rielaborar+N
3676,provore+V
3677,mugghre+V
3678,serpeggire+V
3679,abbottonatre+N
3680,divisare+V
3681,ambiguità+N
3682,europeizzare+V
3683,invidiare+V
3684,accomodare+V
3685,confliggevatre+N
3686,adottre+V
3687,riverire+V
3688,pisolare+V
3689,riarmre+V
3690,bersaglinoare+N
3691,follatre+N
3692,benefirre+V
3693,contenutistico+A
3694,co-finanzianore+N
3695,sotterrare+V
3696,shockre+V
3697,coricare+V
3698,tostare+V
3699,ardire+V
3700,incasellare+V
3701,succedre+V
3702,ghigare+V
3703,connettare+V
3704,circumnavigare+V
3705,brancolare+V
3706,raffigurare+V
3707,rosicare+V
3708,scompoire+A
3709,brancolatre+N
3710,delegittimare+V
3711,lottare+V
3712,stilare+V
3713,roseo+N
3714,insanguinatre+N
3715,spaurre+V
3716,impaniare+V
3717,autospendare+V
3718,tombarole+N
3719,saziavamore+N
3720,divaricare+V
3721,rieducre+V
3722,scamosciare+V
3723,sobbollire+V
3724,scarseggire+V
3725,esalare+V
3726,territoriale+N
3727,commensurare+V
3728,ambiare+V
3729,demordre+V
3730,squalificare+V
3731,divorare+V
3732,stornre+V
3733,guadare+V
3734,bracciare+A
3735,dedicare+V
3736,disattivare+V
3737,reinsedere+V
3738,districare+V
3739,posizionre+V
3740,rifriggre+V
3741,stinrre+V
3742,spianare+V
3743,imprigionare+N
3744,estroso+A
3745,tramutare+V
3746,biscottare+V
3747,compassare+V
3748,aggiuntatre+N
3749,premettre+V
3750,sgonnellatre+N
3751,accoccolare+V
3752,ricresre+V
3753,ciarlare+V
3754,convolare+V
3755,medicare+V
3756,infarcere+V
3757,promuovare+V
3758,deterre+V
3759,febbrile+A
3760,ricomprare+V
3761,mettre+V
3762,polpastrello+N
3763,apostatare+V
3764,castrazion+N
3765,raggruppinoare+N
3766,trasalie+V
3767,spennacchiandore+N
3768,autovaluto+N
3769,stuzzicare+V
3770,reprimire+V
3771,truculenza+N
3772,ravvoltolare+V
3773,annualizzare+V
3774,raggelare+V
3775,aggettivinoare+N
3776,prescrie+V
3777,disordo+N
3778,traccheggiare+V
3779,truffaldinoare+N
3780,acquisi+V
3781,annacquinoare+N
3782,brontolone+N
3783,rattrappire+V
3784,telelavorare+V
3785,zampare+V
3786,saporare+V
3787,rinunziare+V
3788,ragnatela+N
3789,stornellare+V
3790,escresrre+V
3791,otteere+V
3792,dilazionatre+N
3793,sproloquiare+V
3794,ringiovanire+V
3795,colloquiare+V
3796,verseggare+V
3797,super-pubblicizzatore+N
3798,statizzare+V
3799,indistruttibile+A
3800,congelare+V
3801,gelre+V
3802,tramezzare+V
3803,suddividre+V
3804,carcerazione+N
3805,diplomare+V
3806,stagnare+V
3807,copricapare+V
3808,pizzicuocere+V
3809,arrugginire+V
3810,sintonizzare+V
3811,gonnella+N
3812,cresiare+V
3813,arrossare+V
3814,avverare+V
3815,dimere+V
3816,urlatore+N
3817,accomandre+V
3818,concateare+V
3819,qualunquire+V
3820,dequalificare+V
3821,canuto+N
3822,calmare+V
3823,rodare+V
3824,disattendre+V
3825,rapprendare+V
3826,indispettre+V
3827,corrompere+V
3828,chiacchierare+V
3829,disobbedie+V
3830,spoliticizzare+V
3831,piovare+V
3832,spend+V
3833,omon+N
3834,deflettare+V
3835,fagocitare+V
3836,mollare+V
3837,avvicendare+V
3838,citotossico+A
3839,tintinnare+V
3840,addu+V
3841,imbucare+V
3842,veglia+N
3843,accarezzare+V
3844,trovare+V
3845,destabilizzare+V
3846,nipore+V
3847,umanizzavamore+N
3848,escresre+V
3849,avvampare+V
3850,lanciatore+N
3851,bevicchiare+V
3852,fobico+A
3853,mordre+V
3854,armare+V
3855,sgonnellare+V
3856,zirlre+V
3857,inamidare+V
3858,squalifire+V
3859,ravvicinare+V
3860,accostumare+V
3861,fisiologico+A
3862,accontengere+V
3863,trasportare+V
3864,plorare+A
3865,scaricare+V
3866,profondare+V
3867,stornello+N
3868,modulire+V
3869,assaggiare+V
3870,marmorizzare+V
3871,rifiatare+V
3872,proibare+V
3873,intenzional+N
3874,arabescare+V
3875,dirottare+V
3876,stanzio+N
3877,vivacchiare+V
3878,fulminavore+N
3879,crucciare+V
3880,arruffare+V
3881,indebitare+V
3882,rre+V
3883,decurtare+A
3884,cruscheggiare+V
3885,identificare+V
3886,raddolcire+V
3887,schiumavamore+N
3888,conturbare+A
3889,governatorare+V
3890,fire+V
3891,muggi+V
3892,socializzare+V
3893,puti+V
3894,rivendicare+V
3895,nazionalizzinoare+N
3896,conglomerare+V
3897,abbottoare+V
3898,brasare+V
3899,raccarre+V
3900,opportunismo+N
3901,tintinare+V
3902,colpevolizzare+V
3903,infogare+V
3904,sorprend+V
3905,singalese+N
3906,prona+N
3907,asserir+V
3908,ciancicare+V
3909,enfiare+V
3910,immigratorio+N
3911,autorizzare+V
3912,approssimativo+N
3913,trasvolavatre+N
3914,opinabile+A
3915,conglomerare+V
3916,barrare+V
3917,inculchinoare+N
3918,soprammettre+V
3919,terra-ario+A
3920,dimentire+V
3921,scrostare+V
3922,abbacchiare+V
3923,polere+V
3924,ritrattare+V
3925,ingioiellatre+N
3926,autoinstallastre+N
3927,solubilizzare+V
3928,assuefa+V
3929,smanire+V
3930,contristare+V
3931,riallungare+V
3932,potevatre+N
3933,sminare+V
3934,parcheggre+V
3935,assottigliare+V
3936,laicizzare+V
3937,rasserenare+V
3938,incattivi+V
3939,ricaricare+V
3940,libar+N
3941,saziare+V
3942,fossere+V
3943,fustellare+V
3944,conventionare+N
3945,inutilizzare+V
3946,dissequestrare+V
3947,pipiare+V
3948,scafandro+N
3949,tature+V
3950,succedre+V
3951,sciroppare+V
3952,allegare+V
3953,giocherellire+V
3954,anti-impotenzo+A
3955,infermieristico+N
3956,beccheggiare+V
3957,estorco+N
3958,godere+V
3959,stoccare+V
3960,riesaminare+A
3961,spodestre+V
3962,attinso+N
3963,notevol+N
3964,violare+V
3965,ritiratore+N
3966,cartario+N
3967,sbrodolare+V
3968,imbarbarire+V
3969,co-produ+V
3970,infilzassre+N
3971,ossrre+V
3972,disordinare+V
3973,sottopagare+V
3974,miagolare+V
3975,prescrivre+V
3976,sudare+V
3977,allegare+V
3978,disinfettare+V
3979,autodenominare+V
3980,pasturare+V
3981,allibrare+A
3982,fraintend+V
3983,partecipa+N
3984,sovrintende+V
3985,maldestssere+V
3986,rombare+V
3987,placchire+V
3988,abbacchre+V
3989,digestione+N
3990,compaginare+V
3991,sfoltivore+N
3992,imbronrre+V
3993,digitare+V
3994,imporre+V
3995,mascolinizzoare+N
3996,accozzatre+N
3997,protocollare+V
3998,imbrancare+V
3999,creare+V
4000,servire+V
4001,aspergere+V
4002,sbadigliare+V
4003,sincessere+V
4004,solidarizzare+V
4005,incitamento+N
4006,spendre+V
4007,pronire+V
4008,accontire+A
4009,preoccupare+V
4010,dattilografare+V
4011,traboccare+V
4012,imbrattare+V
4013,deificare+V
4014,alimire+A
4015,fruttare+V
4016,alluminre+V
4017,ricomprare+V
4018,rimaneggiare+V
4019,seguitre+V
4020,soleggare+V
4021,chiazzare+V
4022,somigliare+V
4023,criptare+V
4024,travalicare+V
4025,riverire+V
4026,ninare+V
4027,ridistribuie+V
4028,tendare+V
4029,infeudastre+N
4030,sbattezzare+V
4031,incassare+V
4032,somigliare+V
4033,disinfire+V
4034,scarrucolare+V
4035,smurare+V
4036,sbozzare+V
4037,aureolatre+N
4038,sfrondar+V
4039,rifrigg+V
4040,saltellare+V
4041,allarm+N
4042,adoprare+V
4043,ingigantire+V
4044,circonfondre+V
4045,vapossere+V
4046,cubare+V
4047,riverire+V
4048,pudibondo+N
4049,petto+N
4050,introspettivo+A
4051,coniare+V
4052,increspre+V
4053,consumare+V
4054,accostumare+V
4055,rugliare+V
4056,infialastre+N
4057,torturare+V
4058,ideogrammere+V
4059,ripetitire+V
4060,quattrocentire+V
4061,cenre+V
4062,pedalatore+N
4063,sfrangiare+V
4064,risarcie+V
4065,sfiorare+V
4066,suggestivo+A
4067,fustigare+V
4068,livido+N
4069,villeggiare+V
4070,tatuare+V
4071,risalire+V
4072,sonavatre+N
4073,accarezzare+V
4074,compatire+V
4075,cronistico+N
4076,pourparler+N
4077,fore+V
4078,disincaglire+V
4079,allevare+V
4080,mugolare+V
4081,carezzre+V
4082,rivaccinare+V
4083,calamitare+V
4084,mummifire+V
4085,approvvigioninare+N
4086,contabilizzare+V
4087,sbagliare+V
4088,appendere+V
4089,rimontare+V
4090,peggiorare+V
4091,indisponare+V
4092,dilettar+N
4093,ignoto+N
4094,imbalsamare+V
4095,classico-accademico+N
4096,epistolare+V
4097,cartoare+V
4098,intromett+V
4099,importare+A
4100,girovagare+V
4101,rintanare+V
4102,abitare+V
4103,contrappeso+N
4104,sping+V
4105,fuggire+V
4106,ragliandore+N
4107,trattere+V
4108,campionare+V
4109,usufruissre+N
4110,intengere+V
4111,intonti+V
4112,annientare+V
4113,crepuscolre+V
4114,patinare+V
4115,deregolavatre+N
4116,redistribuo+N
4117,riluggere+V
4118,laicizzare+V
4119,esilarinare+N
4120,digiunare+V
4121,pimentar+N
4122,scolpire+A
4123,associare+V
4124,prenere+V
4125,aggiungre+V
4126,scaricare+V
4127,intacchinoare+N
4128,indulgre+V
4129,allarmare+V
4130,sfacchinare+V
4131,premunire+V
4132,ammarare+V
4133,attraccare+V
4134,inghirlandare+V
4135,gambire+V
4136,deragliavatre+N
4137,ciccion+N
4138,covare+V
4139,infilzre+V
4140,rampare+V
4141,deferie+V
4142,desistare+V
4143,gratiare+V
4144,autorizzare+V
4145,rimasticare+V
4146,raffigurare+V
4147,delibandore+N
4148,abbozzre+V
4149,riscontare+V
4150,salarare+V
4151,fujimoriano+N
4152,sperequare+V
4153,incapriciare+V
4154,incorrare+V
4155,impalcare+V
4156,sbucare+V
4157,pizzicottre+V
4158,mostrare+V
4159,tiriter+V
4160,maggioratre+N
4161,autodiriere+V
4162,democratico+N
4163,raffinre+V
4164,avverare+V
4165,preambolo+N
4166,vivacchiare+V
4167,infilre+V
4168,parcare+V
4169,frizzare+V
4170,opacizzare+A
4171,ovvare+V
4172,spifferare+V
4173,insanguinare+V
4174,riconsiderazion+N
4175,paganeggiare+V
4176,autocompatirebb+N
4177,trionfare+V
4178,vomare+V
4179,vessillare+V
4180,impelliciare+V
4181,trastullassre+N
4182,formulare+V
4183,sgarrupatre+N
4184,sbaragliare+V
4185,balenare+V
4186,tralignare+V
4187,esaltare+A
4188,spancinoare+N
4189,uscere+V
4190,disavvezzavore+N
4191,derubatre+N
4192,folleggiare+V
4193,vagare+V
4194,formulare+V
4195,imbrillantinan+N
4196,schiaffeggiare+V
4197,acciuffinoare+N
4198,coloratur+N
4199,premunie+V
4200,rivoltare+V
4201,municipalità+N
4202,autovalutare+V
4203,tentennare+V
4204,spodestare+V
4205,influenzare+V
4206,pollare+V
4207,accalappiare+V
4208,asserirebb+N
4209,mormorare+V
4210,beare+V
4211,sotterr+N
4212,sbalzare+V
4213,smagri+V
4214,traboccatre+N
4215,arrere+V
4216,autocensurare+V
4217,quietare+V
4218,approvvigionar+N
4219,favellavre+N
4220,derubricare+V
4221,mescolare+V
4222,affusolare+V
4223,imploratre+N
4224,ibern+N
4225,rabescare+A
4226,investivore+N
4227,raddensare+V
4228,acquisire+V
4229,schematizzare+V
4230,complimentinare+N
4231,rivers+N
4232,spezzettre+V
4233,imbronciare+V
4234,divaricare+V
4235,astrologatre+N
4236,godere+V
4237,antidannunziano+N
4238,faticare+V
4239,decedre+V
4240,appassioare+V
4241,imbandierare+V
4242,sminare+V
4243,sferravamore+N
4244,arricciolare+V
4245,frisare+V
4246,consigliare+V
4247,sovraffaticare+V
4248,lunare+A
4249,freddare+V
4250,beatificavatre+N
4251,raspare+V
4252,infischre+V
4253,lambiccare+V
4254,esorcizzare+V
4255,stornellare+V
4256,espandre+V
4257,basamento+N
4258,riattare+V
4259,innervosire+V
4260,angarre+V
4261,spasimare+V
4262,appesanti+V
4263,riseminre+V
4264,spopolre+V
4265,razionalizzare+V
4266,malnutrito+N
4267,imprigionatre+N
4268,ponzre+V
4269,scudiscare+V
4270,ambientalistico+A
4271,disdegare+V
4272,rappattumare+V
4273,inneggare+V
4274,glissare+V
4275,mistificatore+N
4276,smascherassre+N
4277,smaniare+V
4278,allineare+V
4279,attristare+V
4280,indugiare+V
4281,rivinrre+V
4282,vaffanculeggiatre+N
4283,attorniare+V
4284,irizzre+V
4285,matricolere+V
4286,malmenare+V
4287,racimolare+A
4288,piallare+V
4289,burocratizzare+V
4290,escresre+V
4291,oscillazione+N
4292,promuore+V
4293,esaminre+V
4294,equilibe+V
4295,affluitre+N
4296,teorizzare+V
4297,solidarizzare+V
4298,racconrre+V
4299,instradare+V
4300,sussultare+V
4301,intasare+V
4302,cartolinoare+N
4303,disboscare+V
4304,appollaiaronoe+N
4305,crespatre+N
4306,scaliare+V
4307,appendre+V
4308,ingemmastre+N
4309,fruttavamore+N
4310,alienare+V
4311,dosare+V
4312,mancare+V
4313,deregolamentare+V
4314,inserie+V
4315,beatificare+V
4316,contrarremo+N
4317,disossare+V
4318,autoassolvare+V
4319,straziare+V
4320,incontrare+V
4321,esplorare+V
4322,conciare+V
4323,assecoere+V
4324,ricollegare+V
4325,goduria+N
4326,orbitare+V
4327,scosciare+V
4328,stecchre+V
4329,sconnettre+V
4330,partecipare+V
4331,crocidare+V
4332,imprecare+V
4333,idrogeare+V
4334,pregevola+N
4335,strazre+V
4336,sgorgare+V
4337,sopraccigliatre+N
4338,dissuadare+V
4339,infondere+V
4340,canapare+V
4341,citofoare+V
4342,mini+N
4343,intervistavamore+N
4344,imputare+V
4345,infuocare+V
4346,appontare+V
4347,lucrare+V
4348,vivisezioare+V
4349,giganteggiare+V
4350,sciamannare+V
4351,preconosciuto+N
4352,arrostie+V
4353,appigliare+V
4354,nomare+V
4355,handicappre+V
4356,promettre+A
4357,sottostre+V
4358,laconico+N
4359,allarmre+V
4360,raffreddatre+N
4361,ambiare+V
4362,spelacchiare+V
4363,disattrezzavamore+N
4364,smarcare+V
4365,professre+V
4366,deburocratizzre+V
4367,deliberare+V
4368,encomiare+V
4369,ultimare+V
4370,ingommare+V
4371,istradare+V
4372,eccedre+V
4373,vulcanizzastre+N
4374,meraviare+V
4375,appartavamore+N
4376,rinserratre+N
4377,militanza+N
4378,elargie+V
4379,fuggre+V
4380,bocciare+V
4381,ferirebb+N
4382,piovigginare+V
4383,spiare+V
4384,servir+V
4385,brancicare+V
4386,satur+N
4387,quinquennale+A
4388,slittavre+N
4389,handicappare+V
4390,assaporinoare+N
4391,arguire+V
4392,autososterre+V
4393,biancheggre+V
4394,affettatore+N
4395,murare+V
4396,affaticare+V
4397,smascellastre+N
4398,pronunziare+V
4399,enfatizzavatre+N
4400,ingioiellare+V
4401,siedare+V
4402,preconosrre+A
4403,ammutinare+V
4404,rilegare+V
4405,suddividre+V
4406,biasare+V
4407,conquedere+V
4408,sopravvalutare+V
4409,aborri+V
4410,giugulre+V
4411,istillre+V
4412,plaudere+V
4413,reagire+V
4414,deputre+V
4415,ulcerare+A
4416,riammoglare+V
4417,intercomunal+N
4418,ingommare+V
4419,limare+V
4420,ricomprare+V
4421,limitare+V
4422,allattatre+N
4423,silurare+V
4424,cozzastre+N
4425,autopromuov+V
4426,miglioare+V
4427,nuotare+V
4428,strisciare+V
4429,ricongiurre+V
4430,acclamare+V
4431,cooptre+V
4432,riformisre+V
4433,allontaninare+N
4434,psicologico+N
4435,infischiare+V
4436,patiare+V
4437,ripugare+V
4438,avviare+V
4439,interagire+V
4440,dubitativo+N
4441,ruzzavamore+N
4442,esorbitare+V
4443,sbrigare+V
4444,pisolare+V
4445,insalivare+V
4446,rintracciare+V
4447,convolare+V
4448,banalizzare+V
4449,ultim+N
4450,conciliare+V
4451,perdizion+N
4452,contorre+V
4453,goccare+V
4454,srotolare+V
4455,identificre+V
4456,attristare+V
4457,imperturbabil+N
4458,obnubilavatre+N
4459,scorgre+V
4460,faticatore+N
4461,abboccare+V
4462,pigiare+V
4463,imperre+V
4464,torcare+V
4465,blu+N
4466,scolare+V
4467,spiumare+V
4468,scompigliar+V
4469,ridisegnare+V
4470,infermieristico+N
4471,elisabettianore+N
4472,crogiuolavatre+N
4473,erboso+A
4474,firmre+V
4475,attraa+N
4476,protocollre+V
4477,riverire+V
