Num,y
351205,95502.2825755
351206,97088.204815
351207,2039.17070005
351208,6364.38242664
351209,135.592271384
351210,12422.9261802
351211,74026.9348769
351212,3393.35761647
351213,39392.3960521
351214,357024.282998
351215,84690.1989827
351216,457875.567084
351217,223609.169571
351218,82130.2837185
351219,52971.6224916
351220,606.004851697
351221,14364.0597346
351222,218487.014369
351223,610454.188219
351224,277931.983234
351225,14898.7767038
351226,22304.9706815
351227,73353.8772864
351228,16782.426412
351229,106499.280587
351230,1800.54959236
351231,65112.3316297
351232,10610.8978309
351233,2168.56945445
351234,807.401651255
351235,125087.768431
351236,664773.999133
351237,83165.0958388
351238,2789.1098157
351239,19836.7384193
351240,157.375382842
351241,8703.19211406
351242,141105.936823
351243,97801.4801055
351244,227823.939333
351245,297059.487531
351246,10503.0350816
351247,5657.81326733
351248,12898.3614478
351249,1506.84205284
351250,2210.91445207
351251,57253.8913694
351252,16114.3954812
351253,517897.566487
351254,22264.514174
351255,949762.544847
351256,309.480437801
351257,1332.42889917
351258,1026.09873501
351259,64296.1286318
351260,8686.96817819
351261,974.546351894
351262,3153.46630454
351263,1155.55790231
351264,730.976892115
351265,1425.83429639
351266,2455.25956844
351267,665422.334542
351268,373394.635912
351269,25745.2031294
351270,305990.279495
351271,19312.2920264
351272,13003.0837187
351273,1204.41064155
351274,22540.8383102
351275,42071.7415909
351276,70295.1960891
351277,175151.233392
351278,72728.2347471
351279,0.0
351280,232083.137311
351281,14179.3048489
351282,15174.3274361
351283,73.0127207196
351284,344.945561717
351285,17366.9732983
351286,461.686878058
351287,73.9627345484
351288,103646.386182
351289,559152.662318
351290,225678.75915
351291,471644.273383
351292,22356.026614
351293,1058.81199013
351294,26694.4798891
351295,428828.219295
351296,117254.881534
351297,179462.983971
351298,422043.374904
351299,303.689694063
351300,72.9844426012
351301,159.235617508
351302,243.503257577
351303,3831.54820749
351304,38271.4590753
351305,15366.1683481
351306,14150.2814321
351307,357.566944807
351308,4316.56456161
351309,144128.10244
351310,49336.7630096
351311,1949.9378173
351312,1536.36105642
351313,23069.6273041
351314,254571.729718
351315,26926.900114
351316,114754.312914
351317,69434.9644059
351318,101423.038634
351319,100885.577625
351320,2548.84324021
351321,1513.2081417
351322,98311.7180727
351323,87786.0998208
351324,396670.176383
351325,418320.734814
351326,1852.87088927
351327,100641.406731
351328,68118.8863055
351329,1207.79974141
351330,19463.5928616
351331,8050.81591346
351332,109622.777655
351333,6631.9271892
351334,17302.2369095
351335,55616.0933072
351336,268329.275803
351337,209870.618639
351338,6882.23917681
351339,21098.0565926
351340,9285.77730598
351341,2253.90504017
351342,37601.1133949
351343,1173.12316881
351344,119.150100699
351345,10472.998884
351346,3976.64143266
351347,16643.8106482
351348,4268.10224919
351349,71540.8630257
351350,232728.248538
351351,742606.804693
351352,83800.6126159
351353,24899.1069726
351354,22042.7033646
351355,183.466021515
351356,38411.8856488
351357,117.258156148
351358,183.190305368
351359,2265319.29312
351360,315325.918441
351361,5778.36744256
351362,991908.804047
351363,20830.4623091
351364,40624.6243245
351365,12861.9661625
351366,634.947490861
351367,32312.5722801
351368,1794.76078495
351369,1238.2281841
351370,15377.5621257
351371,178444.916059
351372,6188.1192423
351373,155169.346124
351374,35229.0542302
351375,5882.68002038
351376,163870.094777
351377,14192.015795
351378,274092.298219
351379,114672.350085
351380,99311.6196818
351381,107095.802557
351382,1326.89335358
351383,14009.1990152
351384,10872.8967485
351385,74030.4504048
351386,6271.69874586
351387,41413.572736
351388,57588.7073797
351389,121674.761336
351390,92563.726358
351391,19838.0848615
351392,354.196970581
351393,72210.3498083
351394,31703.4667088
351395,5210.85175737
351396,80714.4449236
351397,81903.7998293
351398,140314.275055
351399,9052.54281864
351400,162.412062421
351401,2466.04586442
351402,7154.54509618
351403,11838.567104
351404,21680.484942
351405,3182.84207515
351406,6433.57790443
351407,15049.2216134
351408,5557.95016697
351409,4157.59244893
351410,63105.5222622
351411,237864.981885
351412,23316.0538043
351413,951463.914962
351414,251434.728602
351415,25350.394592
351416,145213.61382
351417,689.302010014
351418,145447.771557
351419,2020695.16686
351420,25438.3515342
351421,592566.658058
351422,469151.128702
351423,503724.094946
351424,917422.362753
351425,95502.2825755
351426,97088.204815
351427,2039.17070005
351428,6364.38242664
351429,135.592271384
351430,12422.9261802
351431,74026.9348769
351432,3393.35761647
351433,39392.3960521
351434,357024.282998
351435,84690.1989827
351436,457875.567084
351437,223609.169571
351438,82130.2837185
351439,52971.6224916
351440,606.004851697
351441,14364.0597346
351442,218487.014369
351443,610454.188219
351444,277931.983234
351445,14898.7767038
351446,22304.9706815
351447,73353.8772864
351448,16782.426412
351449,106499.280587
351450,1800.54959236
351451,65112.3316297
351452,10610.8978309
351453,2168.56945445
351454,807.401651255
351455,125087.768431
351456,664773.999133
351457,83165.0958388
351458,2789.1098157
351459,19836.7384193
351460,157.375382842
351461,8703.19211406
351462,141105.936823
351463,97801.4801055
351464,227823.939333
351465,297059.487531
351466,10503.0350816
351467,5657.81326733
351468,12898.3614478
351469,1506.84205284
351470,2210.91445207
351471,57253.8913694
351472,16114.3954812
351473,517897.566487
351474,22264.514174
351475,949762.544847
351476,309.480437801
351477,1332.42889917
351478,1026.09873501
351479,64296.1286318
351480,8686.96817819
351481,974.546351894
351482,3153.46630454
351483,1155.55790231
351484,730.976892115
351485,1425.83429639
351486,2455.25956844
351487,665422.334542
351488,373394.635912
351489,25745.2031294
351490,305990.279495
351491,19312.2920264
351492,13003.0837187
351493,1204.41064155
351494,22540.8383102
351495,42071.7415909
351496,70295.1960891
351497,175151.233392
351498,72728.2347471
351499,0.0
351500,232083.137311
351501,14179.3048489
351502,15174.3274361
351503,73.0127207196
351504,344.945561717
351505,17366.9732983
351506,461.686878058
351507,73.9627345484
351508,103646.386182
351509,559152.662318
351510,225678.75915
351511,471644.273383
351512,22356.026614
351513,1058.81199013
351514,26694.4798891
351515,428828.219295
351516,117254.881534
351517,179462.983971
351518,422043.374904
351519,303.689694063
351520,72.9844426012
351521,159.235617508
351522,243.503257577
351523,3831.54820749
351524,38271.4590753
351525,15366.1683481
351526,14150.2814321
351527,357.566944807
351528,4316.56456161
